source,target
ಹೃದಯದಾ ಬೇಗೆಯನಂ: ಕಳೆಯಲಿಕೆ:ನಡೆ ಎಂದು,ಹೃದಯದಾ -> ಮನಸ್ಸು; ಬೇಗೆಯನಂ -> ಉರಿ ಜ್ವಾಲೆ; ನಡೆ -> ಹೆಜ್ಜೆ ಹಾಕಿ ಮುಂದುವರಿ ಚಲಿಸು ನಡಿಗೆ ನಡತೆ ಚೆನ್ನಾಗಿ
ಹೇ ಭೀಮ ಸೈಂಧವನು ಬಂಧನದಿ ಬಳಲಿಹನು,ಭೀಮ -> ಭಯವುಂಟುಮಾಡುವ ಭಯವುಂಟುಮಾಡುವವನು ಪಾಂಡುವಿನ ಮಗ; ಸೈಂಧವನು -> ಒಂದು ಬಗೆಯ ಉಪ್ಪು; ಬಂಧನದಿ -> ಕಟ್ಟು
ದಶರಥನು ವೈಭವದಿ ಸಾಕೇತ ರಾಜ್ಯವನು,ದಶರಥನು -> ಹತ್ತು ದಿಕ್ಕುಗಳಲ್ಲಿಯೂ ರಥವನ್ನು ನಡೆಸಬಲ್ಲವನು; ಸಾಕೇತ -> ಮನೆಗಳಿಂದ ಕೂಡಿದುದು ಅಯೋಧ್ಯೆ; ರಾಜ್ಯವನು -> ಒಂದು ಆಡಳಿತಕ್ಕೆ ಒಳಪಟ್ಟ ಭೂಪ್ರದೇಶ ರಾಜನ ಸಪ್ತಾಂಗಗಳಲ್ಲಿ ಒಂದು
ಯಜ್ಞ ವಸು ಗೈದಿಹನು ದಶರಥನು ವೈಭವದಿ,ಯಜ್ಞ -> ಯಾಗ; ವಸು -> ಸಿರಿ ರತ್ನ ಕಾಂತಿ; ದಶರಥನು -> ಹತ್ತು ದಿಕ್ಕುಗಳಲ್ಲಿಯೂ ರಥವನ್ನು ನಡೆಸಬಲ್ಲವನು
ವಿಭೀಷಣಗೆ ಲಂಕೆಯಾ ಪಟ್ಟ ವನು ಕುಟ್ಟು ಶಲಿ,ವಿಭೀಷಣಗೆ -> ತುಂಬ ಹೆದರಿಕೆ ಉಂಟುಮಾಡುವ ರಾವಣನ ತಮ್ಮ; ಪಟ್ಟ -> ಅಧಿಕಾರಸೂಚಕ ಬಾಸಿಂಗ ಕಿರೀಟ; ಕುಟ್ಟು -> ಗುದ್ದು ಹೊಡೆ ಒಟಗುಟ್ಟು ಕುಟ್ಟಿ ಹೊಟ್ಟು ತೆಗೆ
ಕೇಳುವುದು ಧರ್ಮಜನೆ ಮುನ್ನಿ ನಲಿ ಜಗದೊಳಿಹ,ಧರ್ಮಜನೆ -> ಯಮನ ಮಗ ಯುಧಿಷ್ಠಿರ ಪಾಂಡವ ಬಿಳಿ ಹಕ್ಕಿ; ಮುನ್ನಿ -> ಮುಂಚೆ ಮೊದಲು ಹಿಂದೆ; ನಲಿ -> ಸಂತಸಗೊಳ್ಳು ಕುಣಿ
ನಾರಿಯರ ಮಸ್ತಕದ ಮಣಿ ಎನಿಪ ಪಾವನಳ,ನಾರಿಯರ -> ಬಿಲ್ಲಿಗೆ ಕಟ್ಟುವ ಹಗ್ಗ ಸ್ತ್ರೀ; ಮಸ್ತಕದ -> ತಲೆ; ಮಣಿ -> ಹೆದರು ನಮಿಸು ರತ್ನ; ಪಾವನಳ -> ಪವಿತ್ರವಾದ
ರಾಜ್ಯವನು ಇತ್ತಿ ಹನು ಪಟ್ಟಾ ಭಿಷೇಕದಲಿ,ರಾಜ್ಯವನು -> ಒಂದು ಆಡಳಿತಕ್ಕೆ ಒಳಪಟ್ಟ ಭೂಪ್ರದೇಶ ರಾಜನ ಸಪ್ತಾಂಗಗಳಲ್ಲಿ ಒಂದು; ಹನು -> ಕೆನ್ನೆ; ಪಟ್ಟಾ -> ಅಧಿಕಾರಸೂಚಕ ಬಾಸಿಂಗ ಕಿರೀಟ
ಹೇಕ್ಸ ಹ್ಲ ಕೇಶವನೆ ವಾಮನ ತ್ರಿವಿಕ್ರಮನೆ,ಕೇಶವನೆ -> ವಿಷ್ಣು; ವಾಮನ -> ಕುಳ್ಳಾದ ವಿಷ್ಣುವಿನ ವಟುವಿನ ಅವತಾರ; ತ್ರಿವಿಕ್ರಮನೆ -> ಮೂರು ಲೋಕಗಳನ್ನೂ ತನ್ನ ಮೂರು ಹೆಜ್ಜೆಗಳಿಂದ ಆವರಿಸಿದವನು ವಿಷ್ಣು
ಸೌರಭವ ಸೂಸುತಿಹ ಸರಸಿರುಹ ನಿಕರಗಳ,ಸೌರಭವ -> ಸುವಾಸನೆ; ಸೂಸುತಿಹ -> ಎಸೆ ಹೊಮ್ಮು ಚೆಲ್ಲು; ಸರಸಿರುಹ -> ತಾವರೆ; ನಿಕರಗಳ -> ಸಮೂಹ
'ಈಯುತಿಹ ದೇವೇಂದ್ರ ಹಿತಕರನು ಎಂದಿಹನು :,ದೇವೇಂದ್ರ -> ದೇವತೆಗಳ ಒಡೆಯ; ಹಿತಕರನು -> ಸಂತೋಷಕರ
ಸೂರ್ಯನಾ ಪರಿಯಲ್ಲಿ ದಿವ್ಯ,ಸೂರ್ಯನಾ -> ಮನೆಯ ಛಾವಣಿ; ದಿವ್ಯ -> ಸ್ವರ್ಗದ ದಿಬ್ಯ ದೈವ ಆರೋಪವನ್ನು ಸಾಬೀತುಮಾಡಲು ಆಚರಿಸುವ ವಿವಿಧ ಬಗೆಯ ಪರೀಕ್ಷೆಗಳು
ಪಾಂಡವರು ಕಾನನದ ವಾಸ ಸಕ್ಕೆ ತೆರಳುತಿರೆ,ಪಾಂಡವರು -> ಪಾಂಡುವಿನ ಮಗ ಅವನ ವಂಶ; ವಾಸ -> ಸ್ಪರ್ಧೆ ಹಗ್ಗ ಕೊಳಲು; ಸಕ್ಕೆ -> ಶಲ್ಕ ಚಕ್ಕೆ
ಸಂಗೀತ ನೃತ್ಯದಲಿ ಪರಿಣತನು ನಾನಿಹೆನು,ಸಂಗೀತ -> ಹಾಡಲ್ಪಟ್ಟ; ನೃತ್ಯದಲಿ -> ಅಭಿನಯಸಹಿತವಾದ ನರ್ತನ; ಪರಿಣತನು -> ಪಕ್ವವಾದ ಸಮರ್ಥ ನಿಪುಣ
ಇಂತಿರಲು ಒಂದು ದಿನ ದುರುಳನಾ ಕೀಚಕನು,ದಿನ -> ಹಗಲು ಸೂರ್ಯ ಇರುವಷ್ಟು ದಿನದ ಅವಧಿ; ದುರುಳನಾ -> ಧೂರ್ತ; ಕೀಚಕನು -> ಬಿದಿರು ವಿರಾಟನ ಬಾವಮೈದುನ
ಸಿ ಸೈರಂಧ್ರಿ ದುಗುಡದಲಿ ಕಳವಳದಿ ತೆರಳಿದನು,ಸೈರಂಧ್ರಿ -> ಅಂತಃಪುರದ ದಾಸಿ ಸುಗಂಧ ಸಿದ್ಧಪಡಿಸುವವಳು ಅಜ್ಞಾತವಾಸ ಕಾಲದಲ್ಲಿ ದ್ರೌಪದಿ ಹಾಕಿಕೊಂಡಿದ್ದ ವೇಷ; ತೆರಳಿದನು -> ರೇಷ್ಮೆಹುಳು
ಮಂದಿರದಿ ಸೈರಂಧ್ರಿ ಬಂದುದನು ಕಾಣುತಲಿ,ಮಂದಿರದಿ -> ಮನೆ ಆವಾಸಸ್ಥಾನ; ಸೈರಂಧ್ರಿ -> ಅಂತಃಪುರದ ದಾಸಿ ಸುಗಂಧ ಸಿದ್ಧಪಡಿಸುವವಳು ಅಜ್ಞಾತವಾಸ ಕಾಲದಲ್ಲಿ ದ್ರೌಪದಿ ಹಾಕಿಕೊಂಡಿದ್ದ ವೇಷ
ಪವನಜಗೆ ಸ ಎನ್ನುತಲಿ ಸೈರಂಧ್ರಿ,ಪವನಜಗೆ -> ವಾಯುಪುತ್ರ; ಸೈರಂಧ್ರಿ -> ಅಂತಃಪುರದ ದಾಸಿ ಸುಗಂಧ ಸಿದ್ಧಪಡಿಸುವವಳು ಅಜ್ಞಾತವಾಸ ಕಾಲದಲ್ಲಿ ದ್ರೌಪದಿ ಹಾಕಿಕೊಂಡಿದ್ದ ವೇಷ
ಅಂದಿನಾ ಇರುಳಿನಲಿ ಸೈರಂಧ್ರಿ ದುಃಖದಲಿ,ಸೈರಂಧ್ರಿ -> ಅಂತಃಪುರದ ದಾಸಿ ಸುಗಂಧ ಸಿದ್ಧಪಡಿಸುವವಳು ಅಜ್ಞಾತವಾಸ ಕಾಲದಲ್ಲಿ ದ್ರೌಪದಿ ಹಾಕಿಕೊಂಡಿದ್ದ ವೇಷ; ದುಃಖದಲಿ -> ವ್ಯಥೆ
ಮಧ್ಯ ದಲಿ ಬಾಳೆಯಾ,ಮಧ್ಯ -> ನಡುವಣ ಸೊಂಟ ಮೂರು ಬಗೆಯ ಸಂಗೀತದಲ್ಲಿನ ಲಯಗಳಲ್ಲಿ ಒಂದು; ಬಾಳೆಯಾ -> ಹುಡುಗಿ ಯುವತಿ
ಸೈರಂಧ್ರಿ ದ್ರೌಪದಿಯು ಅವಳನ್ನು ಮೋಹಿಸುತ |,ಸೈರಂಧ್ರಿ -> ಅಂತಃಪುರದ ದಾಸಿ ಸುಗಂಧ ಸಿದ್ಧಪಡಿಸುವವಳು ಅಜ್ಞಾತವಾಸ ಕಾಲದಲ್ಲಿ ದ್ರೌಪದಿ ಹಾಕಿಕೊಂಡಿದ್ದ ವೇಷ; ದ್ರೌಪದಿಯು -> ದ್ರುಪದನ ಮಗಳು; ಮೋಹಿಸುತ -> ಎಚ್ಚರ ತಪ್ಪು ಭ್ರಮೆಗೊಳಗಾಗು
ಅತಿರಥ ಮಹಾರಥರು ಅತುಳಬಲ ವೀ ಮರು,ಅತಿರಥ -> ನಾಲ್ಕು ಬಗೆಯ ರಥಿಕರಲ್ಲಿ ಅತ್ಯಂತ ಶ್ರೇಷ್ಠ; ಮಹಾರಥರು -> ಹತ್ತು ಸಾವಿರ ಯೋಧರ ವಿರುದ್ಧ ಯುದ್ಧಮಾಡಬಲ್ಲ ರಥಿಕ
ಆಮೇಲೆ ಬಾಣಗಳ ಬಿಲ್ಲುಗಳ ಖಡ್ಗ ಗಥ,ಬಿಲ್ಲುಗಳ -> ಭಿಲ್ಲ ಬೇಡ; ಖಡ್ಗ -> ಕತ್ತಿ
ತ್ರೈಲೋಕ್ಯ ವೀರನಿಹೆ ನಪುಂಸಕನ ಈ ವೇಷ,ತ್ರೈಲೋಕ್ಯ -> ತ್ರಿಭುವನ; ನಪುಂಸಕನ -> ಷಂಡ
ನಿಂತಿರುವ ಮುತ್ತಯ್ಯ ಗಾಂಗೇಯ ಭೀಷ್ಮನಿಹ,ಮುತ್ತಯ್ಯ -> ಮುದುಕ; ಗಾಂಗೇಯ -> ಗಂಗೆಯ ಮಗ ಭೀಷ್ಮ; ಭೀಷ್ಮನಿಹ -> ಭಯಂಕರವಾದ ಶಂತನು ಗಂಗೆಯರ ಮಗ
ಅಗೂ ಅತ್ತ ವಜ್ರದ ಕಿರೀಟವನು ಧರಿಸಿರುವ .,ಅತ್ತ -> ಆಕಡೆ ಹೊರಗೆ ಬೇರೊಂದೆಡೆ ಆಮೇಲೆ; ವಜ್ರದ -> ಕಠಿಣವಾದ ನವರತ್ನಗಳಲ್ಲಿ ಒಂದು ಇಂದ್ರನ ಆಯುಧ ಸಿಡಿಲು; ಕಿರೀಟವನು -> ರಾಜರ ತಲೆಯ ರತ್ನಖಚಿತ ಟೊಪ್ಪಿಗೆ
ಗಾಂಡಿವದ ಟಂಕಾರ ದಶದಿಶೆಯೆ ತುಂಬುತಿರ,ಗಾಂಡಿವದ -> ಅರ್ಜುನನ ಬಿಲ್ಲು; ಟಂಕಾರ -> ಬಿಲ್ಲಿ ಠೇಂಕಾರ; ತುಂಬುತಿರ -> ಪೂರ್ತಿಮಾಡು ಹಣ್ಣುಹೂಗಳ ನಾಳ ಕೆರೆಯ ತೂಬು
ಆಗ ಕೃಷ ಕೋಪದಲಿ ಕೌರವ ಮಹೀಪತಿಯೆ,ಕೌರವ -> ಕುರುವಂಶಸಂಬಂಧವಾದ ಧೃತರಾಷ್ಟ್ರನ ಮಗ ದುರ್ಯೋಧನ; ಮಹೀಪತಿಯೆ -> ಮಹೀನಾಥ
ಪಾಂಡವರ ಕರಸುತ ಲಿ ಕೊಡು ಅರ್ಧ ರಾಜ್ಯ ವನು,ಪಾಂಡವರ -> ಪಾಂಡುವಿನ ಮಗ ಅವನ ವಂಶ; ಕೊಡು -> ಸಮರ್ಪಿಸು; ರಾಜ್ಯ -> ಒಂದು ಆಡಳಿತಕ್ಕೆ ಒಳಪಟ್ಟ ಭೂಪ್ರದೇಶ ರಾಜನ ಸಪ್ತಾಂಗಗಳಲ್ಲಿ ಒಂದು
ಹಾ ಸೌಬಲನು ಸೆ ಸೈಂಧವ ವಿಕರ್ಣರು |,ಸೈಂಧವ -> ಒಂದು ಬಗೆಯ ಉಪ್ಪು; ವಿಕರ್ಣರು -> ಬಾಣ ಕರ್ಣನ ಮಗ
ಶರಜಾಲ ಪಸರಿಸುತ ಕೌರವನ ಮುಚ್ಚುತಿರೆ,ಶರಜಾಲ -> ಬಾಣಗಳ ಬಲೆ ಗುಂಪು; ಪಸರಿಸುತ -> ಹರಡು ಹಬ್ಬಿಸು; ಕೌರವನ -> ಕುರುವಂಶಸಂಬಂಧವಾದ ಧೃತರಾಷ್ಟ್ರನ ಮಗ ದುರ್ಯೋಧನ
ಮುತ್ತ ಯ್ಯ ಭೀಷ್ಮಂಗೆ ವರಗುರುವ ದ್ರೋಣಂಗೆ,ಮುತ್ತ -> ಮುದುಕ; ಭೀಷ್ಮಂಗೆ -> ಭಯಂಕರವಾದ ಶಂತನು ಗಂಗೆಯರ ಮಗ; ದ್ರೋಣಂಗೆ -> ದೊನ್ನೆ ಗಡಿಗೆ ದೋಣಿಯಾಕಾರದ ಪಾತ್ರೆ ಬಿಲ್ಲು ಪಾಂಡವಕೌರವರ ಧನುರ್ವಿದ್ಯಾಗುರು
ಹೇ ನೃಪತಿ ಪಾಂಡವರು ದ್ಯೂತವನು ಆಡುತಲಿ,ನೃಪತಿ -> ನೃಪ; ಪಾಂಡವರು -> ಪಾಂಡುವಿನ ಮಗ ಅವನ ವಂಶ; ದ್ಯೂತವನು -> ಜೂಜು ಜೂಜಿನ ಪಣ
ನಿನ್ನಯಾ ಸವಿರಸದ ಮಧುರೋಕ್ತಿ ವಿಲಾಸದಲಿ,ಮಧುರೋಕ್ತಿ -> ಮಧುರಾಲಾಪ ಮಧುರಾಳಾಪ; ವಿಲಾಸದಲಿ -> ಸೊಬಗು ಬೆಡಗು
ಹೂಳೆಯುತಿಹ ವಜ್ರಗಳ ವೈಡೂರ್ಯ ನೀಲಗಳ,ವಜ್ರಗಳ -> ಕಠಿಣವಾದ ನವರತ್ನಗಳಲ್ಲಿ ಒಂದು ಇಂದ್ರನ ಆಯುಧ ಸಿಡಿಲು; ವೈಡೂರ್ಯ -> ನವರತ್ನಗಳಲ್ಲಿ ಒಂದು ಒಂದು ಪರ್ವತದ ಹೆಸರು; ನೀಲಗಳ -> ಶಿವ ನವಿಲು
ಸ್ವರ್ಗದಾ ಸೌಂದರ್ಯ ತೇಜದಲಿ ನಡೆದಿಹರು,ಸ್ವರ್ಗದಾ -> ಸೌಧರ್ಮ ಈಶಾನ ಸನತ್ಕುಮಾರ ಮಾಹೇಂದ್ರ ಬ್ರಹ್ಮ ಬ್ರಹ್ಮೋತ್ತರ ಲಾಂತವ ಕಾಪಿಷ್ಠ ಶುಕ್ರ ಮಹಾಶುಕ್ರ ಶತಾರ ಸಹಸ್ರಾರ ಅನತ ಪ್ರಾಣತ ಆರಣ ಅಚ್ಯುತ ಎಂಬ ಹದಿನಾರು ಸ್ವರ್ಗಗಳು; ಸೌಂದರ್ಯ -> ಚೆಲುವು
ಸುಭದ್ರೆಯಾ ದೇವಿ ಧರ್ಮಜನೆ ಮೊದಲಾದ.,ಸುಭದ್ರೆಯಾ -> ಆನೆಯ ಉತ್ತಮ ತಳಿ; ದೇವಿ -> ಪಟ್ಟದ ರಾಣಿ; ಧರ್ಮಜನೆ -> ಯಮನ ಮಗ ಯುಧಿಷ್ಠಿರ ಪಾಂಡವ ಬಿಳಿ ಹಕ್ಕಿ
ಮನ್ಮಥನ ಹರಿತದಾ ಖಡ್ಗ ಮಿದರಿ ಎಂಬಂತೆ,ಮನ್ಮಥನ -> ಕಾಮ; ಹರಿತದಾ -> ಹಸಿರು ಬಣ್ಣ; ಖಡ್ಗ -> ಕತ್ತಿ
ಮಧುರೋಕ್ತಿ ವಿಲಾಸದಲಿ ಸಂಗೀತ ನೃತ್ಯದಲಿ,ಮಧುರೋಕ್ತಿ -> ಮಧುರಾಲಾಪ ಮಧುರಾಳಾಪ; ವಿಲಾಸದಲಿ -> ಸೊಬಗು ಬೆಡಗು; ಸಂಗೀತ -> ಹಾಡಲ್ಪಟ್ಟ; ನೃತ್ಯದಲಿ -> ಅಭಿನಯಸಹಿತವಾದ ನರ್ತನ
ಹೇಕ್ಸ ಪ್ಲ ಕೇಶವನೆ ಮಾಧವ ಜನಾರ್ದನನೆ,ಕೇಶವನೆ -> ವಿಷ್ಣು; ಮಾಧವ -> ಮಧುಮಾಸ ವಸಂತ; ಜನಾರ್ದನನೆ -> ಜನರನ್ನು ಕೊಲ್ಲುವವನು ವಾಸುದೇವ ಲಕ್ಷ್ಮಣ
ವಾರಿಧಿ ಪರ್ವತಂ ಪುರಮಧೀಶ್ವರನುದ್ಯಹನಂ ಕುಮಾರನಂ,ವಾರಿಧಿ -> ಸಮುದ್ರ; ಪರ್ವತಂ -> ದೊಡ್ಡ ಬೆಟ್ಟ; ಕುಮಾರನಂ -> ಬಾಲಕ ಯುವಕ ಷಣ್ಮುಖ
ಚದುರರ ಮೆಚ್ಚು ಭಾವುಕರ ಕೈಪಿಡಿ ಜಾಣರ ಬಯ್ಕೆ ಸತ್ಕಲಾ,ಚದುರರ -> ಬುದ್ಧಿವಂತ; ಮೆಚ್ಚು -> ಇಚ್ಛೆ ಬಹುಮಾನ ಇಷ್ಟಪಡು; ಭಾವುಕರ -> ಸಹೃದಯ; ಕೈಪಿಡಿ -> ಕನ್ನಡಿ; ಬಯ್ಕೆ -> ನಿಧಿ ಗುಟ್ಟು
ಪುರಾತನ ಪ್ರಮಾಣ ಕವಿಪುಂಗವಪ ಪ್ರಣೀತ ಮಹಾಪ್ರಬಂಧ ಸಾರೋದ್ಧಾ ರಮು,ಪುರಾತನ -> ಪ್ರಾಚೀನ ಕಾಲದ; ಪ್ರಮಾಣ -> ಗಡುವು; ಪ್ರಣೀತ -> ನಿರ್ದೆಶಿಸಿದ ನೆರವೇರಿಸಿದ ರಚಿತವಾದ; ಮಹಾಪ್ರಬಂಧ -> ದೊಡ್ಡ ಕಾವ್ಯ
ತರಣದ್ರೋಣಿ ಸಮುನ್ನ ತಾಕ್ಷಯಪದ ಪ್ರಾಸಾದ ನಿಶ್ರೇಣಿ ಬಂ |,ತರಣದ್ರೋಣಿ -> ದಾಟಿಸುವ ದೋಣಿ; ಪ್ರಾಸಾದ -> ಉಪ್ಪರಿಗೆ ಬಸದಿ; ನಿಶ್ರೇಣಿ -> ಏಣಿ
ಚದುರರ ಮೆಚ್ಚು ಭಾವುಕರ ಕೈಪಿಡಿ ಜಾಣರ ಬಯ್ಕೆ ಸತ್ಕ ಲಾ,ಚದುರರ -> ಬುದ್ಧಿವಂತ; ಮೆಚ್ಚು -> ಇಚ್ಛೆ ಬಹುಮಾನ ಇಷ್ಟಪಡು; ಭಾವುಕರ -> ಸಹೃದಯ; ಕೈಪಿಡಿ -> ಕನ್ನಡಿ; ಬಯ್ಕೆ -> ನಿಧಿ ಗುಟ್ಟು
ಸನ್ನಿದಮಾದ ಜಾ್‌ಣ್ಣು ಡಿ ಗಜಾಂಕುಶ ರಾಜನ ಚಿತ್ತವೃತ್ತಿ ತಾ },ಸನ್ನಿದಮಾದ -> ಸನ್ನಿಹಿತ ಸಮೀಪ; ಗಜಾಂಕುಶ -> ಆನೆಯನ್ನು ನಿಯಂತ್ರಿಸುವ ಸಾಧನ ಅಂಕುಶ; ಚಿತ್ತವೃತ್ತಿ -> ಸ್ವಭಾವ ಮನೋಧರ್ಮ
ಸುಮನೋಬಾಣ ಜಾಮಾತೃ ಪರಮ ಚಿದಾ,ಸುಮನೋಬಾಣ -> ಹೂಬಾಣ ಮನ್ಮಥ; ಜಾಮಾತೃ -> ಮಗಳ ಗಂಡ; ಪರಮ -> ಉತ್ಕೃಷ್ಟ
ತೆರೆ ನೊರೆ ಬುದ್ಧುದಂ ಸುಲಿ ಜಲಂ ತೆಗೆ ಪೆರ್ಚುಗೆ ಗುಣ್ಣು ಘೋಷೆಣಂ,ತೆರೆ -> ಅಲೆ ಜವನಿಕೆ; ನೊರೆ -> ಡಿಂಡೀರ ಫೇನ; ಸುಲಿ -> ಹೊರಪದರವನ್ನು ತೆಗೆ ಬಿರುಕುಬಿಡು ಶುಭ್ರಗೊಳಿಸಲು ತಿಕ್ಕು ಕಿತ್ತುಕೊ; ತೆಗೆ -> ಹೊರಗೆ ತಾ; ಪೆರ್ಚುಗೆ -> ಹೆಚ್ಚಿಗೆ ಅತಿಶಯ
ಪಡಗೋಡ್ತು ನಾವೆ ದೋಣಿಗ,ನಾವೆ -> ದೋಣಿ; ದೋಣಿಗ -> ನೀರಿನ ತೊಟ್ಟಿ ತೇಲುವ ಸಾಧನ
ತರುತತಿ ಬಳ್ಳಿ ಪುಲ್ಪೊದಜು ಪಕ್ಕಿ ಮೃಗಂ ಫಣಿ ಜೇನ್‌! ಮ ಗವ್ಯಪೊ,ಬಳ್ಳಿ -> ಲತೆ ಹಬ್ಬುವ ಸಸ್ಯ; ಪಕ್ಕಿ -> (ಪಕ್ಷಿ)ಹಕ್ಕಿ; ಫಣಿ -> ಹೆಡಯುಳ್ಳುದು ಹಾವು; ಜೇನ್ -> ಜೇನುತುಪ್ಪ ಹುಳು; ಗವ್ಯಪೊ -> ಗೋವಿನಿಂದ ದೊರಕುವ
ಕರಾ ರಘುಜನಂತೆ ಮನೋಜ್ಞ ಧರಿತ್ರಿ ಸಂಭವಾ,ಮನೋಜ್ಞ -> ಸುಂದರವಾದ; ಧರಿತ್ರಿ -> ಭೂಮಿ; ಸಂಭವಾ -> ಹುಟ್ಟುವ
ಮುತ್ತು ಗಳಂ ತಳಿದ ಗಂಧಗಜಮೆ ಗಜಂಗಳ್‌ |,ಮುತ್ತು -> ಆವರಿಸು ದಾಳಿಮಾಡು ನವರತ್ನಗಳಲ್ಲಿ ಒಂದು ಆನೆಯ ಗಂಡಸ್ಥಳದ ರತ್ನ ಚುಂಬನ; ಗಂಧಗಜಮೆ -> ಮದೋದಕವನ್ನು ಸುರಿಸುವ ಆನೆ
ಅಗತಟಮನೆ ಸಾರ್ಚಿ ಮುಗಿಲ್‌,ಸಾರ್ಚಿ -> ಸಮೀಪಿಸು ತಲುಪು ಸರಿದುಕೊ ಸಾನ್ನಿಧ್ಯ; ಮುಗಿಲ್ -> ಮೋಡ ಆಕಾಶ
ಲೋಲದ್ಯುತಿ ಮುಸುಖು ಮಸುಳೆ ಮೇಗಣ 'ರ್ಮಾ! ತಾ |,ಮುಸುಖು -> ಕಪ್ಪುಮುಖದ ಕೋತಿ ಗೋಲಾಂಗೂಲ; ಮಸುಳೆ -> ಕಪ್ಪಗಿರುವವನು; ಮೇಗಣ -> ಮೇಲಿರುವ
ತದುಕಿನ ತಾಳ ತೆಂಗಿನ ತಮಾಲದ ತುಂಬುರ ಚಿಲ್ಲ ಬೆಲ್ಲವ,ತಾಳ -> ತಾಳೆಯ ಗರಿ; ತಮಾಲದ -> ಹೊಂಗೆಯ ಮರ; ತುಂಬುರ -> ಪೂರ್ತಿಮಾಡು ಹಣ್ಣುಹೂಗಳ ನಾಳ ಕೆರೆಯ ತೂಬು; ಚಿಲ್ಲ -> ವಂಡು ನೀರನ್ನು ತಿಳಿಗೊಳಿಸುವ ಬೀಜ ಕತಕ; ಬೆಲ್ಲವ -> ಕಬ್ಬಿನ ರಸದಿಂದ ಮಾಡಿದ ಸಿಹಿ ಘನಪದಾರ್ಥ
ತಲೆವಣಿಯ ಫಣಿಗಳಂ ಸುರಿ,ತಲೆವಣಿಯ -> ತಲೆಯ ಮಣಿ ಶ್ರೇಷ್ಠ; ಸುರಿ -> ಒಂದೇ ಸಮನೆ ಬೀಳು ಸೋರು
ಬರೆ ತೆಗೆದು ಮುರಿದು ನೋಡುವ,ಬರೆ -> ತಿದ್ದು ರೇಖಿಸು ಗೆರೆ ಎಳೆ ಗೆರೆ; ತೆಗೆದು -> ಹೊರಗೆ ತಾ; ಮುರಿದು -> ಬಾಗು ಹೊರಳು ಹೊಸೆ ಹಿಂದಿರುಗು
ಉಡಿಯೆ ಕರಿ ಚಂದನದ ತಳಿ,ಚಂದನದ -> ಶ್ರೀಗಂಧದ ಮರದ ಸುಗಂಧ; ತಳಿ -> ಎರಚು ಸೇಚಿಸು ಅನ್ನಸತ್ರ
ಹರಿ ಕರಿಯಂ ತಗುಳ್ಳು ಬರೆ ಸೂಕರನಾ ಕರಿಗಂಜಿ ಪೊಕ್ಕು ಬೆಂ,ಹರಿ -> ಓಡು ಪ್ರವಹಿಸು ಕುದುರೆ ಸಿಂಹ ಕೃಷ್ಣ; ತಗುಳ್ಳು -> ಸೇರು ಅನುಸರಿಸು ಅಟ್ಟು ದುಡುಕು; ಬರೆ -> ತಿದ್ದು ರೇಖಿಸು ಗೆರೆ ಎಳೆ ಗೆರೆ; ಸೂಕರನಾ -> ಹಂದಿ; ಪೊಕ್ಕು -> ಹೊಕ್ಕು ನೆಯ್ಗೆಯ ಅಡ್ಡ ಎಳೆ
ದೇವರ ಬೆಸದಿಂ ದೆಸೆ ನಾ,ದೇವರ -> ಮೈದುನ; ದೆಸೆ -> (ದಿಶಾ) ದಿಕ್ಕು ಜಾಗ
ಪದವಿಲ್‌ ಕಟ್ಟಿದ? ಗೇಣ್‌ ಪೊಸ,ಪದವಿಲ್ -> ಸಿದ್ಧಪಡಿಸಿದ ಬಿಲ್ಲು; ಗೇಣ್ -> ಅಂಗೈ ಅಗಲಿಸಿದಾಗ ಹೆಬ್ಬೆರಳ ತುದಿಯಿಂದ ಕಿರುಬೆರಳ ತುದಿಯವರೆಗಿನ ಉದ್ದ ಚೂರಿ; ಪೊಸ -> ಹೊಸ ನೂತನ
ತುಡು ಕೋಲಂ ಹರಿಣಂಗೆ? ಪಾಸು? ಬಲೆಯಂ ಕೋಕಂಗೆ ನೀರ್ದಾಣಮಂ,ತುಡು -> ತೊಡು ಹಿಡಿದು; ಹರಿಣಂಗೆ -> ಜಿಂಕೆ; ಪಾಸು -> ಹರಡು ಚಾಚು ಹಾಸುಗೆ; ನೀರ್ದಾಣಮಂ -> ನೀರಿರುವ ಜಾಗ
ಪರಮೇಷ್ಠಿ ಯಂಚೆ ಕೃಷ್ಣ,ಪರಮೇಷ್ಠಿ -> ಬ್ರಹ್ಮ ತೀರ್ಥಂಕರ; ಕೃಷ್ಣ -> ಕಪ್ಪಾದ ಕಪ್ಪು ಬಣ್ಣ ಕೆಟ್ಟ ವಿಷ್ಣುವಿನ ಎಂಟನೆಯ ಅವತಾರ
ಬಾಳೆಯ ಗುದಿ ಬಲಗಯ್ಯೊಳ್‌,ಬಾಳೆಯ -> ಹುಡುಗಿ ಯುವತಿ; ಗುದಿ -> ಕಾಲುಗಳನ್ನು ಕಟ್ಟು
ಹರಿಣಂ ಮೇಗಡರ್ದ ಪುತ್ತು ಶಾರ್ದೂಲಂ ಶಾಂ |,ಹರಿಣಂ -> ಜಿಂಕೆ; ಪುತ್ತು -> ಹುತ್ತ ಗೆದ್ದಲು ಕಟ್ಟು ಗೂಡು; ಶಾರ್ದೂಲಂ -> ಹುಲಿ
